ID,Archetype,1789,1792,1796,1800,1804,1808,1812,1816,1820,1824,1828,1832,1836,1840,1844,1848,1852,1856,1860,1864,1868,1872,1876,1880,1884,1888,1892,1896,1900,1904,1908,1912,1916,1920,1924,1928,1932,1936,1940,1944,1948,1952,1956,1960,1964,1968,1972,1976,1980,1984,1988,1992,1996,2000,2004,2008,2012,2016,2020,2024
035,"Administrative Liberal",Washington,Washington,Adams,Jefferson,Jefferson,Madison,Clinton,Monroe,Monroe,Adams,Adams,Clay,Van Buren,Van Buren,Clay,Taylor,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,Grant,Tilden,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Wilson,Harding,Coolidge,Hoover,Hoover,Landon,Roosevelt,Roosevelt,Truman,Stevenson,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Carter,Mondale,Dukakis,Clinton,Clinton,Gore,Kerry,Obama,Obama,Clinton,Biden,Harris
036,"Institutional Optimizer",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,Adams,Adams,Clay,Van Buren,Harrison,Clay,Taylor,ABSTAIN,ABSTAIN,Douglas,Lincoln,Grant,Grant,ABSTAIN,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Wilson,Harding,Coolidge,Hoover,Hoover,ABSTAIN,Roosevelt,Dewey,Truman,Stevenson,Eisenhower,Nixon,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Clinton,Gore,ABSTAIN,Obama,Obama,Clinton,Biden,ABSTAIN
037,"Fabian Modernizer",Washington,Washington,ABSTAIN,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,ABSTAIN,ABSTAIN,ABSTAIN,Harrison,ABSTAIN,Clay,Taylor,ABSTAIN,ABSTAIN,Douglas,Lincoln,Grant,Grant,ABSTAIN,Garfield,Cleveland,ABSTAIN,Cleveland,McKinley,ABSTAIN,Roosevelt,Taft,Wilson,Wilson,Harding,Coolidge,Hoover,ABSTAIN,ABSTAIN,Roosevelt,Roosevelt,Truman,Stevenson,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Dukakis,Clinton,ABSTAIN,Gore,Kerry,Obama,Obama,Clinton,Biden,Harris
039,"Data-Driven Moderate",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,Adams,Adams,Clay,Van Buren,Harrison,Clay,Taylor,Pierce,Buchanan,Douglas,McClellan,Grant,Grant,Tilden,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Wilson,Harding,Coolidge,Hoover,Hoover,Landon,Roosevelt,Dewey,Dewey,Stevenson,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Dukakis,Clinton,Clinton,Gore,Kerry,Obama,Obama,Clinton,Biden,Harris
040,"Reform Engineer",Washington,Washington,Adams,Jefferson,Jefferson,Madison,Madison,Monroe,Monroe,Clay,Adams,Clay,Van Buren,Harrison,Clay,Van Buren,Pierce,Buchanan,Lincoln,Lincoln,Grant,Greeley,Tilden,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Wilson,Harding,Davis,Hoover,Hoover,Landon,Willkie,Roosevelt,Truman,Eisenhower,Eisenhower,Nixon,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Dukakis,Clinton,Clinton,Gore,Kerry,McCain,Obama,Johnson,Biden,Harris
042,"Localist Progressive",Washington,Washington,Jefferson,Jefferson,Jefferson,Madison,Madison,Monroe,Monroe,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Douglas,Lincoln,Grant,Grant,Tilden,Hancock,Cleveland,Cleveland,Cleveland,Bryan,Bryan,Roosevelt,Bryan,Wilson,Wilson,Harding,Davis,Smith,Roosevelt,Roosevelt,Roosevelt,Roosevelt,Truman,Eisenhower,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Carter,Reagan,Dukakis,Clinton,Clinton,Gore,Bush,Obama,Obama,Clinton,Biden,Harris
043,"Quiet Egalitarian",Washington,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Madison,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,ABSTAIN,Polk,ABSTAIN,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Cleveland,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Wilson,Wilson,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Roosevelt,Roosevelt,Truman,ABSTAIN,ABSTAIN,Kennedy,Johnson,Humphrey,Nixon,Carter,Carter,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Obama,ABSTAIN,Clinton,Biden,Harris
045,"Rooted Social Reformer",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Madison,Monroe,Monroe,Jackson,Jackson,Jackson,Harrison,Harrison,Polk,Taylor,Scott,Buchanan,Douglas,Lincoln,Grant,Greeley,Tilden,ABSTAIN,Cleveland,ABSTAIN,Cleveland,McKinley,ABSTAIN,Roosevelt,Taft,Wilson,Wilson,Harding,Davis,Hoover,Roosevelt,ABSTAIN,Roosevelt,Roosevelt,Dewey,Eisenhower,Eisenhower,Kennedy,Johnson,Nixon,Nixon,Carter,Carter,Mondale,Bush,Clinton,ABSTAIN,Gore,Bush,Obama,Obama,Clinton,Biden,Harris
046,"Pastoral Leftist",Washington,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Madison,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,ABSTAIN,ABSTAIN,Polk,ABSTAIN,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Cleveland,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Roosevelt,Wilson,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Roosevelt,ABSTAIN,ABSTAIN,Eisenhower,ABSTAIN,ABSTAIN,ABSTAIN,Nixon,Nixon,Carter,Carter,ABSTAIN,ABSTAIN,Clinton,ABSTAIN,ABSTAIN,ABSTAIN,Obama,ABSTAIN,ABSTAIN,Biden,ABSTAIN
048,"Solidaristic Localist",Washington,Washington,Jefferson,Jefferson,Jefferson,Madison,Madison,Monroe,Monroe,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Taylor,Pierce,Buchanan,Douglas,Lincoln,Grant,Grant,Tilden,Hancock,Blaine,Cleveland,Cleveland,Bryan,Bryan,Roosevelt,Bryan,Wilson,Wilson,Harding,Davis,Smith,Roosevelt,Roosevelt,Roosevelt,Roosevelt,Truman,Eisenhower,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Carter,Reagan,Dukakis,Clinton,Clinton,Gore,Bush,Obama,Obama,Clinton,Biden,Harris
049,"Moral Egalitarian",Washington,Washington,ABSTAIN,ABSTAIN,Jefferson,Madison,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,ABSTAIN,Polk,Cass,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,Greeley,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Weaver,Bryan,Bryan,Roosevelt,Bryan,Wilson,Wilson,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,Roosevelt,Roosevelt,Roosevelt,Truman,Eisenhower,Stevenson,Kennedy,Johnson,Nixon,Nixon,Carter,Reagan,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Kerry,Obama,ABSTAIN,ABSTAIN,Biden,Harris
050,"Traditionalist Moralist",Washington,Washington,Jefferson,ABSTAIN,ABSTAIN,Madison,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Harrison,Harrison,Polk,ABSTAIN,ABSTAIN,ABSTAIN,Lincoln,ABSTAIN,Grant,ABSTAIN,ABSTAIN,ABSTAIN,Cleveland,ABSTAIN,Cleveland,Bryan,Bryan,Roosevelt,Bryan,Roosevelt,Wilson,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Roosevelt,Roosevelt,ABSTAIN,Eisenhower,Eisenhower,Nixon,ABSTAIN,Nixon,Nixon,Carter,Carter,ABSTAIN,Bush,Clinton,Dole,Bush,ABSTAIN,Obama,ABSTAIN,Trump,ABSTAIN,ABSTAIN
051,"Systemic Redistributionist",ABSTAIN,ABSTAIN,Jefferson,Jefferson,ABSTAIN,ABSTAIN,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,ABSTAIN,Polk,Van Buren,ABSTAIN,Fremont,Douglas,Lincoln,Grant,Greeley,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Weaver,Bryan,Bryan,Roosevelt,Bryan,Wilson,Wilson,ABSTAIN,La Follette,Hoover,Roosevelt,Roosevelt,Willkie,Roosevelt,Truman,Eisenhower,Eisenhower,Kennedy,Johnson,Nixon,Nixon,Ford,Reagan,ABSTAIN,ABSTAIN,Bush,ABSTAIN,Gore,Kerry,Obama,Romney,ABSTAIN,Biden,Harris
053,"Consensus Builder",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,Clay,Adams,Clay,Van Buren,Harrison,Clay,Taylor,Scott,Buchanan,Douglas,McClellan,Grant,Grant,Tilden,Garfield,Cleveland,ABSTAIN,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Wilson,Harding,Coolidge,Hoover,Hoover,Landon,Roosevelt,Roosevelt,Truman,Stevenson,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Clinton,Gore,ABSTAIN,Obama,Obama,Clinton,Biden,ABSTAIN
054,"Arbiter Moderate",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,Adams,ABSTAIN,ABSTAIN,Van Buren,ABSTAIN,Clay,Taylor,ABSTAIN,ABSTAIN,Douglas,Lincoln,Grant,Grant,ABSTAIN,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Wilson,Harding,Coolidge,Hoover,ABSTAIN,ABSTAIN,Roosevelt,Roosevelt,Truman,Stevenson,Eisenhower,Kennedy,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Clinton,Gore,Kerry,Obama,Obama,Clinton,Biden,Harris
056,"Institutional Centrist",Washington,Washington,Adams,Jefferson,Jefferson,Madison,Clinton,Monroe,Monroe,Clay,Adams,Jackson,Van Buren,Harrison,Polk,Taylor,Pierce,Buchanan,Douglas,Lincoln,Grant,Grant,Tilden,Hancock,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Wilson,Harding,Coolidge,Hoover,Hoover,Landon,Roosevelt,Roosevelt,Truman,Stevenson,Stevenson,Kennedy,Johnson,Humphrey,Nixon,Carter,Carter,Reagan,Bush,Clinton,Clinton,Gore,Kerry,Obama,Obama,Clinton,Biden,Harris
057,"Temperate Pluralist",Washington,Washington,ABSTAIN,ABSTAIN,ABSTAIN,Madison,Clinton,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Douglas,Lincoln,Grant,Grant,ABSTAIN,ABSTAIN,Cleveland,ABSTAIN,Cleveland,McKinley,ABSTAIN,Roosevelt,Taft,Wilson,Wilson,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,Roosevelt,Truman,Stevenson,ABSTAIN,Kennedy,Johnson,Humphrey,ABSTAIN,Carter,Anderson,ABSTAIN,ABSTAIN,Clinton,ABSTAIN,ABSTAIN,ABSTAIN,Obama,Obama,Clinton,Biden,ABSTAIN
059,"Public-Minded Moderate",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,ABSTAIN,Monroe,Clay,ABSTAIN,ABSTAIN,Van Buren,ABSTAIN,Clay,ABSTAIN,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,Grant,ABSTAIN,Garfield,Cleveland,Cleveland,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Wilson,Harding,Coolidge,Hoover,Hoover,ABSTAIN,Roosevelt,Roosevelt,Truman,Eisenhower,Eisenhower,Nixon,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Dole,Bush,ABSTAIN,Obama,Obama,Clinton,Biden,ABSTAIN
060,"Hinge Citizen",Washington,Washington,Adams,Jefferson,Jefferson,Madison,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Cass,Pierce,Fillmore,Lincoln,Lincoln,Grant,Greeley,Tilden,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Bryan,Wilson,Wilson,Harding,Davis,Hoover,Roosevelt,Roosevelt,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Johnson,Biden,Harris
061,"Millian Liberal",Washington,ABSTAIN,ABSTAIN,ABSTAIN,Jefferson,Madison,Clinton,ABSTAIN,Monroe,ABSTAIN,ABSTAIN,ABSTAIN,Van Buren,ABSTAIN,Clay,Taylor,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,Grant,ABSTAIN,Garfield,Cleveland,ABSTAIN,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Wilson,ABSTAIN,ABSTAIN,Hoover,ABSTAIN,ABSTAIN,Roosevelt,Roosevelt,Truman,Stevenson,ABSTAIN,Kennedy,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,ABSTAIN,Clinton,Clinton,Bush,ABSTAIN,Obama,Obama,Clinton,Biden,ABSTAIN
062,"Meritocratic Liberal",Washington,Washington,Adams,ABSTAIN,ABSTAIN,Madison,Clinton,ABSTAIN,Monroe,Adams,Adams,Clay,Harrison,ABSTAIN,Clay,Taylor,Scott,ABSTAIN,Bell,Lincoln,Grant,Grant,Tilden,Garfield,Cleveland,Cleveland,Harrison,McKinley,McKinley,Roosevelt,Taft,Taft,ABSTAIN,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Johnson,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,ABSTAIN,Gore,ABSTAIN,McCain,Romney,Clinton,Biden,ABSTAIN
063,"Enterprise Pluralist",Washington,Washington,Adams,ABSTAIN,Jefferson,Madison,Clinton,Monroe,Monroe,Clay,Adams,Clay,Harrison,Harrison,Clay,Taylor,Scott,Buchanan,Douglas,Lincoln,Grant,Grant,Hayes,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,ABSTAIN,Harding,Coolidge,Hoover,ABSTAIN,Landon,Roosevelt,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,ABSTAIN,Humphrey,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Clinton,Bush,ABSTAIN,Obama,Romney,Johnson,Biden,ABSTAIN
065,"Opportunity Liberal",Washington,ABSTAIN,Jefferson,Jefferson,Jefferson,Madison,Clinton,Monroe,Monroe,Jackson,Jackson,Jackson,Van Buren,ABSTAIN,Polk,Taylor,ABSTAIN,Fremont,Lincoln,Lincoln,Grant,Grant,ABSTAIN,Hancock,Blaine,ABSTAIN,Cleveland,ABSTAIN,McKinley,Roosevelt,Taft,Roosevelt,Wilson,Cox,Coolidge,Smith,Roosevelt,Roosevelt,Roosevelt,Roosevelt,Truman,Stevenson,Stevenson,Kennedy,Johnson,Humphrey,McGovern,Carter,Anderson,Reagan,Bush,Clinton,Clinton,Gore,Kerry,Obama,Obama,Clinton,Biden,Trump
067,"Free-Exchange Modernist",ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Grant,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Clinton,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Johnson,ABSTAIN,ABSTAIN
069,"Bleeding-Heart Libertarian",ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Jefferson,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Polk,ABSTAIN,ABSTAIN,ABSTAIN,Lincoln,Lincoln,Grant,Grant,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Roosevelt,ABSTAIN,Roosevelt,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Truman,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Obama,ABSTAIN,Clinton,ABSTAIN,ABSTAIN
070,"Burkean Steward",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Madison,King,Monroe,Clay,Adams,Clay,Harrison,Harrison,Clay,Taylor,Pierce,Buchanan,Bell,McClellan,Grant,Grant,Tilden,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Taft,Taft,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Carter,Anderson,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Obama,Clinton,Biden,Trump
071,"Constitutional Conservative",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Clinton,King,Monroe,Adams,Adams,Clay,Van Buren,Harrison,Clay,Taylor,Pierce,Fillmore,Bell,McClellan,Seymour,Greeley,Tilden,Garfield,Cleveland,Harrison,Harrison,McKinley,McKinley,Roosevelt,Taft,Taft,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Biden,Trump
072,"Blackstone Conservative",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Clinton,King,Monroe,Jackson,Jackson,Clay,Harrison,Harrison,Clay,Taylor,ABSTAIN,Fillmore,Lincoln,ABSTAIN,Grant,Greeley,Tilden,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Biden,ABSTAIN
073,"Civic Traditionalist",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Madison,King,Monroe,Adams,Adams,Clay,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Lincoln,McClellan,Seymour,Grant,Tilden,Garfield,Blaine,Harrison,Harrison,McKinley,McKinley,Roosevelt,Taft,Taft,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Roosevelt,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Carter,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Obama,Trump,Trump,Trump
074,"Responsible Conservative",Washington,Washington,Adams,Adams,Pinckney,Madison,Madison,ABSTAIN,Monroe,Clay,Adams,Jackson,Van Buren,Harrison,Polk,Taylor,ABSTAIN,Buchanan,Douglas,Lincoln,Grant,Greeley,Tilden,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Wilson,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Johnson,Nixon,Nixon,Carter,Reagan,Reagan,Bush,Clinton,Dole,Bush,Bush,McCain,Obama,Clinton,Biden,ABSTAIN
076,"Fiscal Gradualist",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Madison,King,Monroe,Clay,Adams,Clay,Van Buren,Harrison,Polk,Taylor,Pierce,Buchanan,Douglas,McClellan,Grant,Grant,Tilden,Garfield,Blaine,Harrison,Harrison,McKinley,McKinley,Roosevelt,Taft,Taft,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Johnson,Nixon,Nixon,Carter,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Obama,Clinton,Biden,Trump
077,"Ordered Libertarian",ABSTAIN,ABSTAIN,Adams,Adams,Pinckney,Pinckney,Madison,King,ABSTAIN,Adams,Adams,Clay,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Lincoln,Lincoln,Grant,Grant,Tilden,Garfield,Blaine,Harrison,Harrison,ABSTAIN,McKinley,Roosevelt,Taft,Taft,Hughes,ABSTAIN,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Carter,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Trump,Trump
078,"Meritocratic Conservative",Washington,Washington,Adams,Adams,Pinckney,Pinckney,Madison,King,Monroe,Clay,Adams,Clay,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Lincoln,McClellan,Grant,Grant,Tilden,Garfield,Cleveland,Harrison,Harrison,McKinley,McKinley,Roosevelt,Taft,Taft,Hughes,Harding,Coolidge,Hoover,Hoover,Landon,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Carter,Anderson,Reagan,Bush,Clinton,Dole,Bush,Bush,McCain,Obama,Clinton,Biden,Trump
079,"National Developmentalist",Washington,Washington,Adams,Jefferson,Pinckney,Pinckney,Madison,King,Monroe,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Van Buren,Pierce,Fillmore,Breckinridge,McClellan,Seymour,Greeley,Tilden,Garfield,Blaine,Harrison,Weaver,McKinley,McKinley,Roosevelt,Bryan,Wilson,Hughes,Harding,La Follette,Hoover,Roosevelt,Roosevelt,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Biden,Trump
081,"Heritage Guardian",ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,ABSTAIN,Harrison,Polk,ABSTAIN,ABSTAIN,Fillmore,Breckinridge,McClellan,Seymour,ABSTAIN,Tilden,ABSTAIN,ABSTAIN,ABSTAIN,Weaver,Bryan,Bryan,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Willkie,Dewey,Thurmond,ABSTAIN,ABSTAIN,Nixon,Goldwater,Nixon,Nixon,ABSTAIN,Reagan,ABSTAIN,ABSTAIN,Bush,ABSTAIN,ABSTAIN,Bush,McCain,Romney,Trump,Trump,Trump
082,"Altar-and-Hearth Conservative",ABSTAIN,ABSTAIN,Jefferson,Adams,ABSTAIN,Pinckney,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Breckinridge,McClellan,Seymour,ABSTAIN,Tilden,ABSTAIN,Blaine,Harrison,Weaver,Bryan,McKinley,Roosevelt,Bryan,Wilson,Hughes,ABSTAIN,ABSTAIN,ABSTAIN,Hoover,Roosevelt,Willkie,Dewey,Dewey,Eisenhower,ABSTAIN,Nixon,Goldwater,Nixon,Nixon,ABSTAIN,Reagan,ABSTAIN,Bush,Perot,ABSTAIN,ABSTAIN,Bush,McCain,Romney,Trump,Trump,Trump
083,"Closed Traditionalist",Washington,ABSTAIN,Adams,Adams,Pinckney,Pinckney,Madison,King,ABSTAIN,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Cass,Pierce,Fillmore,Breckinridge,McClellan,Seymour,ABSTAIN,Tilden,Garfield,Blaine,Harrison,Weaver,McKinley,Bryan,Roosevelt,Bryan,Wilson,Hughes,Harding,Coolidge,Hoover,Hoover,Roosevelt,Willkie,Dewey,Thurmond,Eisenhower,ABSTAIN,Nixon,Goldwater,Wallace,Nixon,Ford,Reagan,ABSTAIN,Bush,Perot,Dole,Bush,Bush,McCain,Romney,Trump,Trump,Trump
084,"Civilizational Conservative",Washington,Washington,Adams,Adams,Pinckney,Madison,Madison,King,Monroe,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Van Buren,Pierce,Fillmore,Breckinridge,McClellan,Seymour,Greeley,Tilden,Garfield,Blaine,Harrison,Weaver,Bryan,Bryan,Roosevelt,Bryan,Wilson,Hughes,Harding,La Follette,Hoover,Roosevelt,Roosevelt,Willkie,Dewey,Thurmond,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Trump,Trump
085,"Customary Localist",ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Madison,ABSTAIN,ABSTAIN,Jackson,Jackson,Jackson,ABSTAIN,Harrison,Polk,Taylor,ABSTAIN,ABSTAIN,Breckinridge,McClellan,Seymour,ABSTAIN,Tilden,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,ABSTAIN,Hoover,ABSTAIN,ABSTAIN,Dewey,Dewey,ABSTAIN,ABSTAIN,ABSTAIN,Goldwater,Nixon,ABSTAIN,ABSTAIN,Reagan,ABSTAIN,ABSTAIN,Perot,ABSTAIN,ABSTAIN,Bush,McCain,ABSTAIN,Trump,Trump,Trump
086,"Duty Traditionalist",Washington,Washington,Adams,Adams,Pinckney,Madison,Madison,King,Monroe,Jackson,Jackson,Jackson,Van Buren,Harrison,Polk,Taylor,Pierce,Fillmore,Douglas,Lincoln,Grant,Greeley,Tilden,Garfield,Cleveland,Harrison,Cleveland,McKinley,McKinley,Roosevelt,Taft,Wilson,Hughes,Harding,Coolidge,Hoover,Hoover,Roosevelt,Willkie,Dewey,Dewey,Eisenhower,Eisenhower,Nixon,Goldwater,Nixon,Nixon,Ford,Reagan,Reagan,Bush,Bush,Dole,Bush,Bush,McCain,Romney,Trump,Biden,Trump
