token_count,source,compressed,signature,label,raw_lexicon,tokens
1,lexicon,no,AES:Authentic,Authentic,Authentic,Authentic
1,lexicon,no,AES:Fighter,Fighter,Fighter,Fighter
1,lexicon,no,AES:Pastoral,Pastoral,Pastoral,Pastoral
1,lexicon,no,AES:Statesman,Statesman,Statesman,Statesman
1,lexicon,no,AES:Technocrat,Technocrat,Technocrat,Technocrat
1,lexicon,no,AES:Visionary,Visionary,Visionary,Visionary
1,lexicon,no,CD:high,Traditionalist,Traditionalist,Traditionalist
1,lexicon,no,CD:low,Progressive,Progressive,Progressive
1,lexicon,no,CD:mid,Hinge,Hinge,Hinge
1,lexicon,no,COM:high,Dealmaker,Dealmaker,Dealmaker
1,lexicon,no,COM:low,Principled,Principled,Principled
1,lexicon,no,COM:mid,Practical,Practical,Practical
1,lexicon,no,CU:high,Pluralist,Pluralist,Pluralist
1,lexicon,no,CU:low,Assimilationist,Assimilationist,Assimilationist
1,lexicon,no,CU:mid,Civic-Pluralist,Civic-Pluralist,Civic-Pluralist
1,lexicon,no,ENG:high,All-In,All-In,All-In
1,lexicon,no,ENG:low,Tuned-Out,Tuned-Out,Tuned-Out
1,lexicon,no,ENG:mid,Casual,Casual,Casual
1,lexicon,no,EPS:Autonomous,Autonomous,Autonomous,Autonomous
1,lexicon,no,EPS:Empiricist,Empiricist,Empiricist,Empiricist
1,lexicon,no,EPS:Institutionalist,Institutionalist,Institutionalist,Institutionalist
1,lexicon,no,EPS:Intuitionist,Intuitionist,Intuitionist,Intuitionist
1,lexicon,no,EPS:Nihilist,Nihilist,Nihilist,Nihilist
1,lexicon,no,EPS:Traditionalist,Traditionalist,Traditionalist,Traditionalist
1,lexicon,no,MAT:high,Free-Marketeer,Free-Marketeer,Free-Marketeer
1,lexicon,no,MAT:low,Redistributionist,Redistributionist,Redistributionist
1,lexicon,no,MAT:mid,Mixed-Economy,Mixed-Economy,Mixed-Economy
1,lexicon,no,MOR:high,Universalist,Universalist,Universalist
1,lexicon,no,MOR:low,Particularist,Particularist,Particularist
1,lexicon,no,MOR:mid,Civic,Civic,Civic
1,lexicon,no,MORAL_CIRCLE:class,Class-Conscious,Class-Conscious,Class-Conscious
1,merger-full,no,MORAL_CIRCLE:ethnic_racial,Identity-Group Activist,Ethnic-Communitarian,Ethnic-Communitarian
1,merger-full,no,MORAL_CIRCLE:gender,Identity-Group Activist,Gender-Identitarian,Gender-Identitarian
1,lexicon,no,MORAL_CIRCLE:ideological,Partisan-Communitarian,Partisan-Communitarian,Partisan-Communitarian
1,lexicon,no,MORAL_CIRCLE:national,Nationalist,Nationalist,Nationalist
1,lexicon,no,MORAL_CIRCLE:religious,Religious-Communitarian,Religious-Communitarian,Religious-Communitarian
1,lexicon,no,MORAL_CIRCLE:universal,Universalist,Universalist,Universalist
1,lexicon,no,ONT_H:high,Malleabilist,Malleabilist,Malleabilist
1,lexicon,no,ONT_H:low,Essentialist,Essentialist,Essentialist
1,lexicon,no,ONT_H:mid,Tempered,Tempered,Tempered
1,lexicon,no,ONT_S:high,Institutional,Institutional,Institutional
1,lexicon,no,ONT_S:low,Anti-Institutional,Anti-Institutional,Anti-Institutional
1,lexicon,no,ONT_S:mid,Reformist,Reformist,Reformist
1,lexicon,no,PF:high,Partisan,Partisan,Partisan
1,lexicon,no,PF:low,Detached,Detached,Detached
1,lexicon,no,PF:mid,Engaged-Civic,Engaged-Civic,Engaged-Civic
1,lexicon,no,PRO:high,Procedural,Procedural,Procedural
1,lexicon,no,PRO:low,Consequentialist,Consequentialist,Consequentialist
1,lexicon,no,PRO:mid,Pragmatic,Pragmatic,Pragmatic
1,lexicon,no,TRB:high,Tribal,Tribal,Tribal
1,lexicon,no,TRB:low,Inclusivist,Inclusivist,Inclusivist
1,lexicon,no,TRB:mid,Civic,Civic,Civic
1,lexicon,no,ZS:high,Combative,Combative,Combative
1,lexicon,no,ZS:low,Positive-Sum,Positive-Sum,Positive-Sum
1,lexicon,no,ZS:mid,Realist,Realist,Realist
2,lexicon,no,AES:Authentic|CD:high,Traditionalist Authentic,Traditionalist Authentic,Traditionalist + Authentic
2,lexicon,no,AES:Authentic|CD:low,Progressive Authentic,Progressive Authentic,Progressive + Authentic
2,lexicon,no,AES:Authentic|CD:mid,Hinge Authentic,Hinge Authentic,Hinge + Authentic
2,lexicon,no,AES:Authentic|COM:high,Dealmaker Authentic,Dealmaker Authentic,Dealmaker + Authentic
2,lexicon,no,AES:Authentic|COM:low,Principled Authentic,Principled Authentic,Principled + Authentic
2,lexicon,no,AES:Authentic|COM:mid,Practical Authentic,Practical Authentic,Practical + Authentic
2,lexicon,no,AES:Authentic|CU:high,Pluralist Authentic,Pluralist Authentic,Pluralist + Authentic
2,lexicon,no,AES:Authentic|CU:low,Assimilationist Authentic,Assimilationist Authentic,Assimilationist + Authentic
2,lexicon,no,AES:Authentic|CU:mid,Civic-Pluralist Authentic,Civic-Pluralist Authentic,Civic-Pluralist + Authentic
2,lexicon,no,AES:Authentic|ENG:high,All-In Authentic,All-In Authentic,All-In + Authentic
2,lexicon,no,AES:Authentic|ENG:low,Tuned-Out Authentic,Tuned-Out Authentic,Tuned-Out + Authentic
2,lexicon,no,AES:Authentic|ENG:mid,Casual Authentic,Casual Authentic,Casual + Authentic
2,lexicon,no,AES:Authentic|EPS:Autonomous,Autonomous Authentic,Autonomous Authentic,Autonomous + Authentic
2,lexicon,no,AES:Authentic|EPS:Empiricist,Empiricist Authentic,Empiricist Authentic,Empiricist + Authentic
2,lexicon,no,AES:Authentic|EPS:Institutionalist,Institutionalist Authentic,Institutionalist Authentic,Institutionalist + Authentic
2,lexicon,no,AES:Authentic|EPS:Intuitionist,Intuitionist Authentic,Intuitionist Authentic,Intuitionist + Authentic
2,lexicon,no,AES:Authentic|EPS:Nihilist,Nihilist Authentic,Nihilist Authentic,Nihilist + Authentic
2,lexicon,no,AES:Authentic|EPS:Traditionalist,Traditionalist Authentic,Traditionalist Authentic,Traditionalist + Authentic
2,lexicon,no,AES:Authentic|MAT:high,Free-Marketeer Authentic,Free-Marketeer Authentic,Free-Marketeer + Authentic
2,lexicon,no,AES:Authentic|MAT:low,Redistributionist Authentic,Redistributionist Authentic,Redistributionist + Authentic
2,lexicon,no,AES:Authentic|MAT:mid,Mixed-Economy Authentic,Mixed-Economy Authentic,Mixed-Economy + Authentic
2,lexicon,no,AES:Authentic|MOR:high,Universalist Authentic,Universalist Authentic,Universalist + Authentic
2,lexicon,no,AES:Authentic|MOR:low,Particularist Authentic,Particularist Authentic,Particularist + Authentic
2,lexicon,no,AES:Authentic|MOR:mid,Civic Authentic,Civic Authentic,Civic + Authentic
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:class,Authentic Class-Conscious,Authentic Class-Conscious,Authentic + Class-Conscious
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:ethnic_racial,Authentic Ethnic-Communitarian,Authentic Ethnic-Communitarian,Authentic + Ethnic-Communitarian
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:gender,Authentic Gender-Identitarian,Authentic Gender-Identitarian,Authentic + Gender-Identitarian
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:ideological,Authentic Partisan-Communitarian,Authentic Partisan-Communitarian,Authentic + Partisan-Communitarian
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:national,Authentic Nationalist,Authentic Nationalist,Authentic + Nationalist
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:religious,Authentic Religious-Communitarian,Authentic Religious-Communitarian,Authentic + Religious-Communitarian
2,lexicon,no,AES:Authentic|MORAL_CIRCLE:universal,Authentic Universalist,Authentic Universalist,Authentic + Universalist
2,lexicon,no,AES:Authentic|ONT_H:high,Malleabilist Authentic,Malleabilist Authentic,Malleabilist + Authentic
2,lexicon,no,AES:Authentic|ONT_H:low,Essentialist Authentic,Essentialist Authentic,Essentialist + Authentic
2,lexicon,no,AES:Authentic|ONT_H:mid,Tempered Authentic,Tempered Authentic,Tempered + Authentic
2,lexicon,no,AES:Authentic|ONT_S:high,Institutional Authentic,Institutional Authentic,Institutional + Authentic
2,lexicon,no,AES:Authentic|ONT_S:low,Anti-Institutional Authentic,Anti-Institutional Authentic,Anti-Institutional + Authentic
2,lexicon,no,AES:Authentic|ONT_S:mid,Reformist Authentic,Reformist Authentic,Reformist + Authentic
2,lexicon,yes,AES:Authentic|PF:high,Plain-Partisan,Partisan Authentic,Partisan + Authentic
2,lexicon,no,AES:Authentic|PF:low,Detached Authentic,Detached Authentic,Detached + Authentic
2,lexicon,no,AES:Authentic|PF:mid,Engaged-Civic Authentic,Engaged-Civic Authentic,Engaged-Civic + Authentic
2,lexicon,no,AES:Authentic|PRO:high,Procedural Authentic,Procedural Authentic,Procedural + Authentic
2,lexicon,no,AES:Authentic|PRO:low,Consequentialist Authentic,Consequentialist Authentic,Consequentialist + Authentic
2,lexicon,no,AES:Authentic|PRO:mid,Pragmatic Authentic,Pragmatic Authentic,Pragmatic + Authentic
2,lexicon,no,AES:Authentic|TRB:high,Tribal Authentic,Tribal Authentic,Tribal + Authentic
2,lexicon,no,AES:Authentic|TRB:low,Inclusivist Authentic,Inclusivist Authentic,Inclusivist + Authentic
2,lexicon,no,AES:Authentic|TRB:mid,Civic Authentic,Civic Authentic,Civic + Authentic
2,lexicon,no,AES:Authentic|ZS:high,Combative Authentic,Combative Authentic,Combative + Authentic
2,lexicon,no,AES:Authentic|ZS:low,Positive-Sum Authentic,Positive-Sum Authentic,Positive-Sum + Authentic
2,lexicon,no,AES:Authentic|ZS:mid,Realist Authentic,Realist Authentic,Realist + Authentic
2,lexicon,yes,AES:Fighter|CD:high,Reactionary-Firebrand,Traditionalist Fighter,Traditionalist + Fighter
2,lexicon,no,AES:Fighter|CD:low,Progressive Fighter,Progressive Fighter,Progressive + Fighter
2,lexicon,no,AES:Fighter|CD:mid,Hinge Fighter,Hinge Fighter,Hinge + Fighter
2,lexicon,no,AES:Fighter|COM:high,Dealmaker Fighter,Dealmaker Fighter,Dealmaker + Fighter
2,lexicon,yes,AES:Fighter|COM:low,Combatant,Principled Fighter,Principled + Fighter
2,lexicon,no,AES:Fighter|COM:mid,Practical Fighter,Practical Fighter,Practical + Fighter
2,lexicon,no,AES:Fighter|CU:high,Pluralist Fighter,Pluralist Fighter,Pluralist + Fighter
2,lexicon,no,AES:Fighter|CU:low,Assimilationist Fighter,Assimilationist Fighter,Assimilationist + Fighter
2,lexicon,no,AES:Fighter|CU:mid,Civic-Pluralist Fighter,Civic-Pluralist Fighter,Civic-Pluralist + Fighter
2,lexicon,no,AES:Fighter|ENG:high,All-In Fighter,All-In Fighter,All-In + Fighter
2,lexicon,no,AES:Fighter|ENG:low,Tuned-Out Fighter,Tuned-Out Fighter,Tuned-Out + Fighter
2,lexicon,no,AES:Fighter|ENG:mid,Casual Fighter,Casual Fighter,Casual + Fighter
2,lexicon,no,AES:Fighter|EPS:Autonomous,Autonomous Fighter,Autonomous Fighter,Autonomous + Fighter
2,lexicon,no,AES:Fighter|EPS:Empiricist,Empiricist Fighter,Empiricist Fighter,Empiricist + Fighter
2,lexicon,no,AES:Fighter|EPS:Institutionalist,Institutionalist Fighter,Institutionalist Fighter,Institutionalist + Fighter
2,lexicon,no,AES:Fighter|EPS:Intuitionist,Intuitionist Fighter,Intuitionist Fighter,Intuitionist + Fighter
2,lexicon,no,AES:Fighter|EPS:Nihilist,Nihilist Fighter,Nihilist Fighter,Nihilist + Fighter
2,lexicon,no,AES:Fighter|EPS:Traditionalist,Traditionalist Fighter,Traditionalist Fighter,Traditionalist + Fighter
2,lexicon,yes,AES:Fighter|MAT:high,Populist-Right,Free-Marketeer Fighter,Free-Marketeer + Fighter
2,lexicon,no,AES:Fighter|MAT:low,Redistributionist Fighter,Redistributionist Fighter,Redistributionist + Fighter
2,lexicon,no,AES:Fighter|MAT:mid,Mixed-Economy Fighter,Mixed-Economy Fighter,Mixed-Economy + Fighter
2,lexicon,no,AES:Fighter|MOR:high,Universalist Fighter,Universalist Fighter,Universalist + Fighter
2,lexicon,no,AES:Fighter|MOR:low,Particularist Fighter,Particularist Fighter,Particularist + Fighter
2,lexicon,no,AES:Fighter|MOR:mid,Civic Fighter,Civic Fighter,Civic + Fighter
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:class,Fighter Class-Conscious,Fighter Class-Conscious,Fighter + Class-Conscious
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:ethnic_racial,Fighter Ethnic-Communitarian,Fighter Ethnic-Communitarian,Fighter + Ethnic-Communitarian
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:gender,Fighter Gender-Identitarian,Fighter Gender-Identitarian,Fighter + Gender-Identitarian
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:ideological,Fighter Partisan-Communitarian,Fighter Partisan-Communitarian,Fighter + Partisan-Communitarian
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:national,Fighter Nationalist,Fighter Nationalist,Fighter + Nationalist
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:religious,Fighter Religious-Communitarian,Fighter Religious-Communitarian,Fighter + Religious-Communitarian
2,lexicon,no,AES:Fighter|MORAL_CIRCLE:universal,Fighter Universalist,Fighter Universalist,Fighter + Universalist
2,lexicon,no,AES:Fighter|ONT_H:high,Malleabilist Fighter,Malleabilist Fighter,Malleabilist + Fighter
2,lexicon,no,AES:Fighter|ONT_H:low,Essentialist Fighter,Essentialist Fighter,Essentialist + Fighter
2,lexicon,no,AES:Fighter|ONT_H:mid,Tempered Fighter,Tempered Fighter,Tempered + Fighter
2,lexicon,no,AES:Fighter|ONT_S:high,Institutional Fighter,Institutional Fighter,Institutional + Fighter
2,lexicon,no,AES:Fighter|ONT_S:low,Anti-Institutional Fighter,Anti-Institutional Fighter,Anti-Institutional + Fighter
2,lexicon,no,AES:Fighter|ONT_S:mid,Reformist Fighter,Reformist Fighter,Reformist + Fighter
2,merger-full,no,AES:Fighter|PF:high,Militant Partisan,Partisan Fighter,Partisan + Fighter
2,lexicon,no,AES:Fighter|PF:low,Detached Fighter,Detached Fighter,Detached + Fighter
2,lexicon,no,AES:Fighter|PF:mid,Engaged-Civic Fighter,Engaged-Civic Fighter,Engaged-Civic + Fighter
2,lexicon,no,AES:Fighter|PRO:high,Procedural Fighter,Procedural Fighter,Procedural + Fighter
2,lexicon,no,AES:Fighter|PRO:low,Consequentialist Fighter,Consequentialist Fighter,Consequentialist + Fighter
2,lexicon,no,AES:Fighter|PRO:mid,Pragmatic Fighter,Pragmatic Fighter,Pragmatic + Fighter
2,lexicon,no,AES:Fighter|TRB:high,Tribal Fighter,Tribal Fighter,Tribal + Fighter
2,lexicon,no,AES:Fighter|TRB:low,Inclusivist Fighter,Inclusivist Fighter,Inclusivist + Fighter
2,lexicon,no,AES:Fighter|TRB:mid,Civic Fighter,Civic Fighter,Civic + Fighter
2,lexicon,yes,AES:Fighter|ZS:high,Militant,Combative Fighter,Combative + Fighter
2,lexicon,no,AES:Fighter|ZS:low,Positive-Sum Fighter,Positive-Sum Fighter,Positive-Sum + Fighter
2,lexicon,no,AES:Fighter|ZS:mid,Realist Fighter,Realist Fighter,Realist + Fighter
2,lexicon,yes,AES:Pastoral|CD:high,Hearth-Conservative,Traditionalist Pastoral,Traditionalist + Pastoral
2,lexicon,no,AES:Pastoral|CD:low,Progressive Pastoral,Progressive Pastoral,Progressive + Pastoral
2,lexicon,no,AES:Pastoral|CD:mid,Hinge Pastoral,Hinge Pastoral,Hinge + Pastoral
2,lexicon,no,AES:Pastoral|COM:high,Dealmaker Pastoral,Dealmaker Pastoral,Dealmaker + Pastoral
2,lexicon,no,AES:Pastoral|COM:low,Principled Pastoral,Principled Pastoral,Principled + Pastoral
2,lexicon,no,AES:Pastoral|COM:mid,Practical Pastoral,Practical Pastoral,Practical + Pastoral
2,lexicon,no,AES:Pastoral|CU:high,Pluralist Pastoral,Pluralist Pastoral,Pluralist + Pastoral
2,lexicon,no,AES:Pastoral|CU:low,Assimilationist Pastoral,Assimilationist Pastoral,Assimilationist + Pastoral
2,lexicon,no,AES:Pastoral|CU:mid,Civic-Pluralist Pastoral,Civic-Pluralist Pastoral,Civic-Pluralist + Pastoral
2,lexicon,no,AES:Pastoral|ENG:high,All-In Pastoral,All-In Pastoral,All-In + Pastoral
2,lexicon,no,AES:Pastoral|ENG:low,Tuned-Out Pastoral,Tuned-Out Pastoral,Tuned-Out + Pastoral
2,lexicon,no,AES:Pastoral|ENG:mid,Casual Pastoral,Casual Pastoral,Casual + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Autonomous,Autonomous Pastoral,Autonomous Pastoral,Autonomous + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Empiricist,Empiricist Pastoral,Empiricist Pastoral,Empiricist + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Institutionalist,Institutionalist Pastoral,Institutionalist Pastoral,Institutionalist + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Intuitionist,Intuitionist Pastoral,Intuitionist Pastoral,Intuitionist + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Nihilist,Nihilist Pastoral,Nihilist Pastoral,Nihilist + Pastoral
2,lexicon,no,AES:Pastoral|EPS:Traditionalist,Traditionalist Pastoral,Traditionalist Pastoral,Traditionalist + Pastoral
2,lexicon,no,AES:Pastoral|MAT:high,Free-Marketeer Pastoral,Free-Marketeer Pastoral,Free-Marketeer + Pastoral
2,lexicon,no,AES:Pastoral|MAT:low,Redistributionist Pastoral,Redistributionist Pastoral,Redistributionist + Pastoral
2,lexicon,no,AES:Pastoral|MAT:mid,Mixed-Economy Pastoral,Mixed-Economy Pastoral,Mixed-Economy + Pastoral
2,lexicon,no,AES:Pastoral|MOR:high,Universalist Pastoral,Universalist Pastoral,Universalist + Pastoral
2,lexicon,no,AES:Pastoral|MOR:low,Particularist Pastoral,Particularist Pastoral,Particularist + Pastoral
2,lexicon,no,AES:Pastoral|MOR:mid,Civic Pastoral,Civic Pastoral,Civic + Pastoral
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:class,Pastoral Class-Conscious,Pastoral Class-Conscious,Pastoral + Class-Conscious
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:ethnic_racial,Pastoral Ethnic-Communitarian,Pastoral Ethnic-Communitarian,Pastoral + Ethnic-Communitarian
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:gender,Pastoral Gender-Identitarian,Pastoral Gender-Identitarian,Pastoral + Gender-Identitarian
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:ideological,Pastoral Partisan-Communitarian,Pastoral Partisan-Communitarian,Pastoral + Partisan-Communitarian
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:national,Pastoral Nationalist,Pastoral Nationalist,Pastoral + Nationalist
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:religious,Pastoral Religious-Communitarian,Pastoral Religious-Communitarian,Pastoral + Religious-Communitarian
2,lexicon,no,AES:Pastoral|MORAL_CIRCLE:universal,Pastoral Universalist,Pastoral Universalist,Pastoral + Universalist
2,lexicon,no,AES:Pastoral|ONT_H:high,Malleabilist Pastoral,Malleabilist Pastoral,Malleabilist + Pastoral
2,lexicon,no,AES:Pastoral|ONT_H:low,Essentialist Pastoral,Essentialist Pastoral,Essentialist + Pastoral
2,lexicon,no,AES:Pastoral|ONT_H:mid,Tempered Pastoral,Tempered Pastoral,Tempered + Pastoral
2,lexicon,no,AES:Pastoral|ONT_S:high,Institutional Pastoral,Institutional Pastoral,Institutional + Pastoral
2,lexicon,no,AES:Pastoral|ONT_S:low,Anti-Institutional Pastoral,Anti-Institutional Pastoral,Anti-Institutional + Pastoral
2,lexicon,no,AES:Pastoral|ONT_S:mid,Reformist Pastoral,Reformist Pastoral,Reformist + Pastoral
2,lexicon,no,AES:Pastoral|PF:high,Partisan Pastoral,Partisan Pastoral,Partisan + Pastoral
2,lexicon,no,AES:Pastoral|PF:low,Detached Pastoral,Detached Pastoral,Detached + Pastoral
2,lexicon,no,AES:Pastoral|PF:mid,Engaged-Civic Pastoral,Engaged-Civic Pastoral,Engaged-Civic + Pastoral
2,lexicon,no,AES:Pastoral|PRO:high,Procedural Pastoral,Procedural Pastoral,Procedural + Pastoral
2,lexicon,no,AES:Pastoral|PRO:low,Consequentialist Pastoral,Consequentialist Pastoral,Consequentialist + Pastoral
2,lexicon,no,AES:Pastoral|PRO:mid,Pragmatic Pastoral,Pragmatic Pastoral,Pragmatic + Pastoral
2,lexicon,no,AES:Pastoral|TRB:high,Tribal Pastoral,Tribal Pastoral,Tribal + Pastoral
2,lexicon,no,AES:Pastoral|TRB:low,Inclusivist Pastoral,Inclusivist Pastoral,Inclusivist + Pastoral
2,lexicon,no,AES:Pastoral|TRB:mid,Civic Pastoral,Civic Pastoral,Civic + Pastoral
2,lexicon,no,AES:Pastoral|ZS:high,Combative Pastoral,Combative Pastoral,Combative + Pastoral
2,lexicon,no,AES:Pastoral|ZS:low,Positive-Sum Pastoral,Positive-Sum Pastoral,Positive-Sum + Pastoral
2,lexicon,no,AES:Pastoral|ZS:mid,Realist Pastoral,Realist Pastoral,Realist + Pastoral
2,lexicon,no,AES:Statesman|CD:high,Traditionalist Statesman,Traditionalist Statesman,Traditionalist + Statesman
2,lexicon,no,AES:Statesman|CD:low,Progressive Statesman,Progressive Statesman,Progressive + Statesman
2,lexicon,no,AES:Statesman|CD:mid,Hinge Statesman,Hinge Statesman,Hinge + Statesman
2,lexicon,no,AES:Statesman|COM:high,Dealmaker Statesman,Dealmaker Statesman,Dealmaker + Statesman
2,lexicon,no,AES:Statesman|COM:low,Principled Statesman,Principled Statesman,Principled + Statesman
2,lexicon,no,AES:Statesman|COM:mid,Practical Statesman,Practical Statesman,Practical + Statesman
2,lexicon,no,AES:Statesman|CU:high,Pluralist Statesman,Pluralist Statesman,Pluralist + Statesman
2,lexicon,no,AES:Statesman|CU:low,Assimilationist Statesman,Assimilationist Statesman,Assimilationist + Statesman
2,lexicon,no,AES:Statesman|CU:mid,Civic-Pluralist Statesman,Civic-Pluralist Statesman,Civic-Pluralist + Statesman
2,lexicon,no,AES:Statesman|ENG:high,All-In Statesman,All-In Statesman,All-In + Statesman
2,lexicon,no,AES:Statesman|ENG:low,Tuned-Out Statesman,Tuned-Out Statesman,Tuned-Out + Statesman
2,lexicon,no,AES:Statesman|ENG:mid,Casual Statesman,Casual Statesman,Casual + Statesman
2,lexicon,no,AES:Statesman|EPS:Autonomous,Autonomous Statesman,Autonomous Statesman,Autonomous + Statesman
2,lexicon,no,AES:Statesman|EPS:Empiricist,Empiricist Statesman,Empiricist Statesman,Empiricist + Statesman
2,lexicon,no,AES:Statesman|EPS:Institutionalist,Institutionalist Statesman,Institutionalist Statesman,Institutionalist + Statesman
2,lexicon,no,AES:Statesman|EPS:Intuitionist,Intuitionist Statesman,Intuitionist Statesman,Intuitionist + Statesman
2,lexicon,no,AES:Statesman|EPS:Nihilist,Nihilist Statesman,Nihilist Statesman,Nihilist + Statesman
2,lexicon,no,AES:Statesman|EPS:Traditionalist,Traditionalist Statesman,Traditionalist Statesman,Traditionalist + Statesman
2,lexicon,no,AES:Statesman|MAT:high,Free-Marketeer Statesman,Free-Marketeer Statesman,Free-Marketeer + Statesman
2,lexicon,no,AES:Statesman|MAT:low,Redistributionist Statesman,Redistributionist Statesman,Redistributionist + Statesman
2,lexicon,no,AES:Statesman|MAT:mid,Mixed-Economy Statesman,Mixed-Economy Statesman,Mixed-Economy + Statesman
2,lexicon,no,AES:Statesman|MOR:high,Universalist Statesman,Universalist Statesman,Universalist + Statesman
2,lexicon,no,AES:Statesman|MOR:low,Particularist Statesman,Particularist Statesman,Particularist + Statesman
2,lexicon,no,AES:Statesman|MOR:mid,Civic Statesman,Civic Statesman,Civic + Statesman
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:class,Statesman Class-Conscious,Statesman Class-Conscious,Statesman + Class-Conscious
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:ethnic_racial,Statesman Ethnic-Communitarian,Statesman Ethnic-Communitarian,Statesman + Ethnic-Communitarian
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:gender,Statesman Gender-Identitarian,Statesman Gender-Identitarian,Statesman + Gender-Identitarian
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:ideological,Statesman Partisan-Communitarian,Statesman Partisan-Communitarian,Statesman + Partisan-Communitarian
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:national,Statesman Nationalist,Statesman Nationalist,Statesman + Nationalist
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:religious,Statesman Religious-Communitarian,Statesman Religious-Communitarian,Statesman + Religious-Communitarian
2,lexicon,no,AES:Statesman|MORAL_CIRCLE:universal,Statesman Universalist,Statesman Universalist,Statesman + Universalist
2,lexicon,no,AES:Statesman|ONT_H:high,Malleabilist Statesman,Malleabilist Statesman,Malleabilist + Statesman
2,lexicon,no,AES:Statesman|ONT_H:low,Essentialist Statesman,Essentialist Statesman,Essentialist + Statesman
2,lexicon,no,AES:Statesman|ONT_H:mid,Tempered Statesman,Tempered Statesman,Tempered + Statesman
2,merger-full,no,AES:Statesman|ONT_S:high,Statesman Institutionalist,Institutional Statesman,Institutional + Statesman
2,lexicon,no,AES:Statesman|ONT_S:low,Anti-Institutional Statesman,Anti-Institutional Statesman,Anti-Institutional + Statesman
2,lexicon,no,AES:Statesman|ONT_S:mid,Reformist Statesman,Reformist Statesman,Reformist + Statesman
2,lexicon,yes,AES:Statesman|PF:high,Loyal-Statesman,Partisan Statesman,Partisan + Statesman
2,lexicon,no,AES:Statesman|PF:low,Detached Statesman,Detached Statesman,Detached + Statesman
2,lexicon,no,AES:Statesman|PF:mid,Engaged-Civic Statesman,Engaged-Civic Statesman,Engaged-Civic + Statesman
2,lexicon,no,AES:Statesman|PRO:high,Procedural Statesman,Procedural Statesman,Procedural + Statesman
2,lexicon,no,AES:Statesman|PRO:low,Consequentialist Statesman,Consequentialist Statesman,Consequentialist + Statesman
2,lexicon,no,AES:Statesman|PRO:mid,Pragmatic Statesman,Pragmatic Statesman,Pragmatic + Statesman
2,lexicon,no,AES:Statesman|TRB:high,Tribal Statesman,Tribal Statesman,Tribal + Statesman
2,lexicon,no,AES:Statesman|TRB:low,Inclusivist Statesman,Inclusivist Statesman,Inclusivist + Statesman
2,lexicon,no,AES:Statesman|TRB:mid,Civic Statesman,Civic Statesman,Civic + Statesman
2,lexicon,no,AES:Statesman|ZS:high,Combative Statesman,Combative Statesman,Combative + Statesman
2,lexicon,no,AES:Statesman|ZS:low,Positive-Sum Statesman,Positive-Sum Statesman,Positive-Sum + Statesman
2,lexicon,no,AES:Statesman|ZS:mid,Realist Statesman,Realist Statesman,Realist + Statesman
2,lexicon,no,AES:Technocrat|CD:high,Traditionalist Technocrat,Traditionalist Technocrat,Traditionalist + Technocrat
2,lexicon,no,AES:Technocrat|CD:low,Progressive Technocrat,Progressive Technocrat,Progressive + Technocrat
2,lexicon,no,AES:Technocrat|CD:mid,Hinge Technocrat,Hinge Technocrat,Hinge + Technocrat
2,lexicon,no,AES:Technocrat|COM:high,Dealmaker Technocrat,Dealmaker Technocrat,Dealmaker + Technocrat
2,lexicon,no,AES:Technocrat|COM:low,Principled Technocrat,Principled Technocrat,Principled + Technocrat
2,lexicon,no,AES:Technocrat|COM:mid,Practical Technocrat,Practical Technocrat,Practical + Technocrat
2,lexicon,no,AES:Technocrat|CU:high,Pluralist Technocrat,Pluralist Technocrat,Pluralist + Technocrat
2,lexicon,no,AES:Technocrat|CU:low,Assimilationist Technocrat,Assimilationist Technocrat,Assimilationist + Technocrat
